Order ID,Order Date,Customer ID,Product,Category,Sub-Category,Sales,Quantity,Discount,Profit,Region,City
ORD-1458,2024-03-29,CUST-149,Bookcases - Model 12,Furniture,Bookcases,29.5,6,0.37,4.71,West,Chicago
ORD-1459,2024-03-21,CUST-125,Bookcases - Model 16,Furniture,Bookcases,43.22,8,0.35,7.42,East,Chicago
ORD-1460,2024-08-19,CUST-117,Laptops - Model 16,Technology,Laptops,143.87,6,0.01,30.32,South,Chicago
ORD-1461,2024-12-26,CUST-281,Tables - Model 32,Furniture,Tables,68.73,3,0.47,10.77,South,Chicago
ORD-1462,2024-05-04,CUST-32,Tables - Model 14,Furniture,Tables,351.96,6,0.38,44.96,Central,New York
ORD-1463,2024-01-31,CUST-142,Binders - Model 26,Office Supplies,Binders,339.82,9,0.06,57.85,Central,New York
ORD-1464,2024-11-11,CUST-199,Phones - Model 26,Technology,Phones,187.22,10,0.25,21.5,Central,Houston
ORD-1465,2024-06-10,CUST-157,Paper - Model 18,Office Supplies,Paper,498.12,10,0.46,39.21,South,Chicago
ORD-1466,2024-12-04,CUST-162,Pens - Model 35,Office Supplies,Pens,17.65,9,0.44,2.73,Central,New York
ORD-1467,2024-04-21,CUST-262,Pens - Model 26,Office Supplies,Pens,436.74,3,0.09,60.47,East,Los Angeles
ORD-1468,2024-11-04,CUST-204,Binders - Model 17,Office Supplies,Binders,379.93,8,0.32,69.73,West,Houston
ORD-1469,2024-12-30,CUST-130,Chairs - Model 29,Furniture,Chairs,56.52,10,0.11,14.22,West,Houston
ORD-1470,2024-08-14,CUST-58,Binders - Model 45,Office Supplies,Binders,52.43,7,0.31,5.28,Central,Los Angeles
ORD-1471,2024-10-08,CUST-167,Pens - Model 3,Office Supplies,Pens,334.42,3,0.27,31.89,South,Los Angeles
ORD-1472,2024-12-25,CUST-219,Accessories - Model 19,Technology,Accessories,94.82,4,0.4,6.08,Central,Houston
ORD-1473,2024-01-19,CUST-114,Phones - Model 45,Technology,Phones,59.69,8,0.47,6.47,West,New York
ORD-1474,2024-07-23,CUST-130,Pens - Model 31,Office Supplies,Pens,33.17,5,0.05,5.58,West,Los Angeles
ORD-1475,2024-07-09,CUST-170,Chairs - Model 4,Furniture,Chairs,55.76,1,0.12,8.29,West,Los Angeles
ORD-1476,2024-06-21,CUST-181,Bookcases - Model 11,Furniture,Bookcases,208.94,6,0.0,55.49,West,Houston
ORD-1477,2024-09-22,CUST-278,Tables - Model 48,Furniture,Tables,294.95,9,0.26,26.21,Central,Los Angeles
ORD-1478,2024-12-18,CUST-186,Laptops - Model 37,Technology,Laptops,202.86,8,0.26,35.34,West,Chicago
ORD-1479,2024-03-19,CUST-97,Chairs - Model 28,Furniture,Chairs,441.16,1,0.05,80.66,South,Los Angeles
ORD-1480,2024-12-16,CUST-287,Paper - Model 45,Office Supplies,Paper,296.13,9,0.18,45.01,South,Houston
ORD-1481,2024-06-16,CUST-215,Paper - Model 45,Office Supplies,Paper,35.17,5,0.43,3.79,South,New York
ORD-1482,2024-01-11,CUST-77,Binders - Model 10,Office Supplies,Binders,152.58,10,0.19,24.54,West,Houston
ORD-1483,2024-03-30,CUST-84,Tables - Model 27,Furniture,Tables,98.66,3,0.18,21.11,Central,New York
ORD-1484,2024-05-07,CUST-100,Accessories - Model 12,Technology,Accessories,312.37,5,0.12,43.38,East,Houston
ORD-1485,2024-09-11,CUST-153,Paper - Model 44,Office Supplies,Paper,408.22,4,0.07,86.1,West,Phoenix
ORD-1486,2024-01-27,CUST-10,Bookcases - Model 29,Furniture,Bookcases,126.14,2,0.21,28.8,East,New York
ORD-1487,2024-04-17,CUST-85,Chairs - Model 15,Furniture,Chairs,337.78,2,0.06,84.44,Central,Houston
ORD-1488,2024-12-01,CUST-116,Pens - Model 45,Office Supplies,Pens,81.27,4,0.2,16.76,Central,Phoenix
ORD-1489,2024-12-14,CUST-102,Laptops - Model 28,Technology,Laptops,430.08,4,0.29,49.53,South,Chicago
ORD-1490,2024-04-02,CUST-106,Accessories - Model 36,Technology,Accessories,58.42,8,0.31,9.68,East,New York
ORD-1491,2024-08-10,CUST-221,Pens - Model 7,Office Supplies,Pens,300.95,3,0.45,26.35,East,Houston
ORD-1492,2024-08-26,CUST-265,Bookcases - Model 23,Furniture,Bookcases,186.33,1,0.27,27.27,Central,New York
ORD-1493,2024-01-16,CUST-229,Phones - Model 1,Technology,Phones,235.39,1,0.28,44.08,West,Phoenix
ORD-1494,2024-08-21,CUST-136,Accessories - Model 13,Technology,Accessories,185.53,7,0.25,38.61,South,Houston
ORD-1495,2024-05-11,CUST-7,Binders - Model 24,Office Supplies,Binders,271.13,6,0.15,48.14,South,Houston
ORD-1496,2024-02-12,CUST-119,Binders - Model 26,Office Supplies,Binders,328.36,9,0.34,57.1,West,Los Angeles
ORD-1497,2024-04-24,CUST-233,Laptops - Model 7,Technology,Laptops,257.46,10,0.11,55.22,East,New York
ORD-1498,2024-06-13,CUST-284,Pens - Model 33,Office Supplies,Pens,143.21,1,0.2,23.01,Central,Los Angeles
ORD-1499,2024-06-07,CUST-209,Phones - Model 49,Technology,Phones,134.63,4,0.4,22.01,West,Los Angeles
ORD-1500,2024-04-27,CUST-120,Phones - Model 7,Technology,Phones,362.64,6,0.31,35.31,East,Chicago
ORD-1501,2024-03-13,CUST-188,Phones - Model 18,Technology,Phones,169.28,5,0.04,21.19,West,Houston
ORD-1502,2024-01-20,CUST-259,Paper - Model 36,Office Supplies,Paper,479.05,6,0.33,71.05,South,Phoenix
ORD-1503,2024-02-19,CUST-82,Bookcases - Model 14,Furniture,Bookcases,204.97,4,0.45,28.54,East,Houston
ORD-1504,2024-12-27,CUST-189,Chairs - Model 14,Furniture,Chairs,230.92,2,0.09,52.25,West,New York
ORD-1505,2024-11-02,CUST-35,Bookcases - Model 20,Furniture,Bookcases,312.44,8,0.04,40.0,Central,Houston
ORD-1506,2024-08-07,CUST-171,Phones - Model 7,Technology,Phones,214.35,1,0.41,33.08,West,Chicago
ORD-1507,2024-10-19,CUST-239,Accessories - Model 33,Technology,Accessories,360.76,10,0.28,51.95,West,Houston
ORD-1508,2024-10-25,CUST-62,Tables - Model 34,Furniture,Tables,25.28,8,0.33,3.66,South,Houston
ORD-1509,2024-02-25,CUST-207,Accessories - Model 49,Technology,Accessories,202.88,10,0.25,18.42,Central,Los Angeles
ORD-1510,2024-11-02,CUST-259,Phones - Model 7,Technology,Phones,115.56,4,0.2,14.09,East,Los Angeles
ORD-1511,2024-01-05,CUST-195,Chairs - Model 26,Furniture,Chairs,39.06,4,0.47,2.54,South,Los Angeles
ORD-1512,2024-12-18,CUST-277,Bookcases - Model 1,Furniture,Bookcases,239.68,3,0.3,35.75,South,Chicago
ORD-1513,2024-02-24,CUST-291,Accessories - Model 38,Technology,Accessories,342.56,5,0.38,52.63,South,Los Angeles
ORD-1514,2024-02-13,CUST-76,Bookcases - Model 36,Furniture,Bookcases,395.21,8,0.15,66.53,West,Houston
ORD-1515,2024-04-19,CUST-300,Accessories - Model 23,Technology,Accessories,101.9,4,0.43,12.47,East,Chicago
ORD-1516,2024-05-04,CUST-286,Chairs - Model 28,Furniture,Chairs,27.82,8,0.11,3.38,Central,Phoenix
ORD-1517,2024-05-15,CUST-299,Bookcases - Model 7,Furniture,Bookcases,162.82,7,0.34,17.27,South,Phoenix
ORD-1518,2024-09-17,CUST-75,Pens - Model 44,Office Supplies,Pens,178.86,2,0.44,20.01,West,Phoenix
ORD-1519,2024-06-20,CUST-21,Tables - Model 37,Furniture,Tables,55.28,2,0.44,8.74,South,Houston
ORD-1520,2024-09-16,CUST-255,Accessories - Model 44,Technology,Accessories,106.63,1,0.01,28.62,Central,Chicago
ORD-1521,2024-01-31,CUST-146,Accessories - Model 18,Technology,Accessories,145.31,3,0.24,14.48,Central,Houston
ORD-1522,2024-09-06,CUST-130,Bookcases - Model 13,Furniture,Bookcases,357.6,1,0.16,85.87,West,Phoenix
ORD-1523,2024-09-25,CUST-204,Tables - Model 9,Furniture,Tables,55.83,8,0.39,8.08,West,Chicago
ORD-1524,2024-06-24,CUST-279,Paper - Model 50,Office Supplies,Paper,369.32,7,0.44,55.7,South,New York
ORD-1525,2024-01-06,CUST-99,Binders - Model 47,Office Supplies,Binders,354.99,1,0.48,43.27,West,Los Angeles
ORD-1526,2024-09-27,CUST-50,Laptops - Model 9,Technology,Laptops,54.0,9,0.47,5.39,East,Los Angeles
ORD-1527,2024-05-16,CUST-57,Tables - Model 47,Furniture,Tables,269.15,6,0.29,39.19,West,Houston
ORD-1528,2024-08-13,CUST-228,Laptops - Model 37,Technology,Laptops,355.31,7,0.17,87.51,East,Chicago
ORD-1529,2024-02-08,CUST-85,Pens - Model 20,Office Supplies,Pens,16.04,8,0.0,3.24,South,Chicago
ORD-1530,2024-10-13,CUST-165,Accessories - Model 50,Technology,Accessories,206.55,7,0.34,14.48,East,Phoenix
ORD-1531,2024-06-27,CUST-253,Laptops - Model 26,Technology,Laptops,377.66,5,0.22,30.24,West,Phoenix
ORD-1532,2024-03-04,CUST-203,Bookcases - Model 44,Furniture,Bookcases,16.14,10,0.17,2.14,East,Los Angeles
ORD-1533,2024-11-19,CUST-20,Tables - Model 46,Furniture,Tables,386.56,7,0.01,58.32,East,Phoenix
ORD-1534,2024-11-21,CUST-231,Chairs - Model 33,Furniture,Chairs,58.71,8,0.16,11.29,South,Phoenix
ORD-1535,2024-06-18,CUST-271,Phones - Model 35,Technology,Phones,253.09,10,0.08,60.61,West,Chicago
ORD-1536,2024-07-17,CUST-23,Pens - Model 27,Office Supplies,Pens,134.65,9,0.42,13.42,Central,Houston
ORD-1537,2024-01-01,CUST-256,Chairs - Model 47,Furniture,Chairs,20.01,1,0.42,1.95,West,New York
ORD-1538,2024-08-06,CUST-176,Laptops - Model 37,Technology,Laptops,226.05,7,0.24,51.22,East,Chicago
ORD-1539,2024-11-21,CUST-40,Phones - Model 42,Technology,Phones,356.26,6,0.07,75.2,East,Los Angeles
ORD-1540,2024-05-26,CUST-104,Phones - Model 5,Technology,Phones,467.67,5,0.43,43.36,South,New York
ORD-1541,2024-09-24,CUST-277,Tables - Model 36,Furniture,Tables,293.38,10,0.29,22.35,East,New York
ORD-1542,2024-01-30,CUST-49,Phones - Model 5,Technology,Phones,380.49,8,0.3,76.54,Central,Phoenix
ORD-1543,2024-03-14,CUST-181,Paper - Model 15,Office Supplies,Paper,352.9,4,0.28,42.61,South,Los Angeles
ORD-1544,2024-06-08,CUST-290,Tables - Model 33,Furniture,Tables,229.62,6,0.36,37.4,West,Chicago
ORD-1545,2024-06-01,CUST-159,Accessories - Model 6,Technology,Accessories,253.33,7,0.11,45.22,East,Phoenix
ORD-1546,2024-04-23,CUST-142,Phones - Model 15,Technology,Phones,120.02,2,0.12,22.53,South,Phoenix
ORD-1547,2024-06-20,CUST-97,Paper - Model 4,Office Supplies,Paper,242.78,9,0.26,53.77,Central,Phoenix
ORD-1548,2024-02-22,CUST-107,Bookcases - Model 40,Furniture,Bookcases,119.54,6,0.01,28.36,East,New York
ORD-1549,2024-09-24,CUST-175,Bookcases - Model 46,Furniture,Bookcases,242.37,8,0.06,67.38,West,Chicago
ORD-1550,2024-09-02,CUST-101,Phones - Model 49,Technology,Phones,219.19,1,0.41,19.73,East,New York
ORD-1551,2024-12-13,CUST-232,Bookcases - Model 13,Furniture,Bookcases,494.83,4,0.17,52.76,East,Chicago
ORD-1552,2024-01-21,CUST-262,Phones - Model 22,Technology,Phones,126.27,2,0.23,14.13,Central,Los Angeles
ORD-1553,2024-06-19,CUST-45,Chairs - Model 2,Furniture,Chairs,243.23,1,0.24,25.58,East,Phoenix
ORD-1554,2024-06-07,CUST-248,Binders - Model 29,Office Supplies,Binders,365.44,4,0.06,53.72,South,Chicago
ORD-1555,2024-09-16,CUST-110,Accessories - Model 11,Technology,Accessories,480.87,8,0.12,125.88,Central,Chicago
ORD-1556,2024-08-11,CUST-163,Phones - Model 27,Technology,Phones,167.97,8,0.39,15.78,West,Los Angeles
ORD-1557,2024-09-07,CUST-78,Binders - Model 36,Office Supplies,Binders,437.9,8,0.34,48.92,South,Chicago
ORD-1558,2024-12-08,CUST-44,Accessories - Model 16,Technology,Accessories,44.96,1,0.05,10.65,Central,Los Angeles
ORD-1559,2024-08-26,CUST-117,Pens - Model 42,Office Supplies,Pens,216.62,6,0.25,25.23,West,Chicago
ORD-1560,2024-05-28,CUST-106,Phones - Model 15,Technology,Phones,351.96,3,0.18,29.8,South,New York
ORD-1561,2024-05-10,CUST-101,Pens - Model 8,Office Supplies,Pens,334.88,6,0.14,45.02,South,Los Angeles
ORD-1562,2024-03-27,CUST-226,Pens - Model 18,Office Supplies,Pens,68.78,9,0.07,15.66,East,Phoenix
ORD-1563,2024-04-04,CUST-79,Binders - Model 42,Office Supplies,Binders,19.09,4,0.05,4.4,East,Houston
ORD-1564,2024-04-11,CUST-224,Laptops - Model 43,Technology,Laptops,377.76,10,0.41,43.98,East,Phoenix
ORD-1565,2024-03-09,CUST-149,Pens - Model 19,Office Supplies,Pens,192.63,2,0.21,27.1,West,Houston
ORD-1566,2024-02-04,CUST-233,Bookcases - Model 40,Furniture,Bookcases,283.27,10,0.24,33.56,West,New York
ORD-1567,2024-01-31,CUST-298,Pens - Model 27,Office Supplies,Pens,22.68,3,0.3,2.48,East,New York
ORD-1568,2024-07-05,CUST-294,Laptops - Model 27,Technology,Laptops,139.19,9,0.32,22.68,West,Los Angeles
ORD-1569,2024-09-17,CUST-114,Paper - Model 38,Office Supplies,Paper,240.5,8,0.25,51.92,East,Chicago
ORD-1570,2024-09-11,CUST-242,Accessories - Model 37,Technology,Accessories,293.06,10,0.05,63.99,Central,New York
ORD-1571,2024-01-18,CUST-51,Chairs - Model 32,Furniture,Chairs,402.54,7,0.24,49.27,West,New York
ORD-1572,2024-01-18,CUST-138,Phones - Model 27,Technology,Phones,138.4,5,0.47,19.01,Central,Houston
ORD-1573,2024-01-04,CUST-56,Phones - Model 43,Technology,Phones,149.05,4,0.25,24.15,West,Los Angeles
ORD-1574,2024-09-16,CUST-199,Pens - Model 47,Office Supplies,Pens,206.76,4,0.13,22.98,West,Houston
ORD-1575,2024-08-08,CUST-291,Paper - Model 24,Office Supplies,Paper,367.9,5,0.14,86.17,West,New York
ORD-1576,2024-05-14,CUST-168,Bookcases - Model 7,Furniture,Bookcases,18.2,10,0.46,2.36,South,New York
ORD-1577,2024-09-19,CUST-187,Phones - Model 22,Technology,Phones,129.89,5,0.35,16.68,Central,Houston
ORD-1578,2024-03-15,CUST-12,Phones - Model 8,Technology,Phones,229.46,10,0.05,23.21,Central,Los Angeles
ORD-1579,2024-09-12,CUST-181,Bookcases - Model 2,Furniture,Bookcases,484.74,7,0.29,90.82,South,Los Angeles
ORD-1580,2024-10-21,CUST-66,Pens - Model 14,Office Supplies,Pens,187.59,10,0.07,39.41,Central,Houston
ORD-1581,2024-05-11,CUST-238,Laptops - Model 42,Technology,Laptops,324.54,1,0.1,63.2,Central,Chicago
ORD-1582,2024-03-10,CUST-79,Tables - Model 47,Furniture,Tables,25.15,5,0.31,4.14,West,New York
ORD-1583,2024-03-24,CUST-50,Laptops - Model 15,Technology,Laptops,183.34,6,0.39,22.05,South,Los Angeles
ORD-1584,2024-11-25,CUST-73,Bookcases - Model 40,Furniture,Bookcases,99.99,3,0.3,11.55,Central,Phoenix
ORD-1585,2024-11-01,CUST-141,Tables - Model 9,Furniture,Tables,118.42,3,0.12,22.11,South,Los Angeles
ORD-1586,2024-06-18,CUST-272,Chairs - Model 42,Furniture,Chairs,131.3,8,0.26,23.87,East,Phoenix
ORD-1587,2024-08-25,CUST-275,Paper - Model 15,Office Supplies,Paper,176.19,7,0.26,16.04,South,New York
ORD-1588,2024-05-17,CUST-121,Paper - Model 13,Office Supplies,Paper,36.49,10,0.35,3.68,East,Houston
ORD-1589,2024-07-27,CUST-149,Accessories - Model 17,Technology,Accessories,298.54,10,0.29,46.79,East,New York
ORD-1590,2024-06-15,CUST-109,Bookcases - Model 1,Furniture,Bookcases,338.01,10,0.44,49.26,South,New York
ORD-1591,2024-10-20,CUST-51,Binders - Model 26,Office Supplies,Binders,273.15,4,0.12,66.82,East,Phoenix
ORD-1592,2024-09-25,CUST-254,Tables - Model 47,Furniture,Tables,228.98,7,0.49,24.26,Central,Phoenix
ORD-1593,2024-03-14,CUST-43,Paper - Model 46,Office Supplies,Paper,223.23,6,0.38,15.48,East,Chicago
ORD-1594,2024-03-27,CUST-226,Chairs - Model 20,Furniture,Chairs,220.04,7,0.12,31.88,Central,Houston
ORD-1595,2024-04-27,CUST-260,Tables - Model 49,Furniture,Tables,248.53,6,0.13,37.52,East,Chicago
ORD-1596,2024-07-07,CUST-2,Pens - Model 30,Office Supplies,Pens,456.4,1,0.13,39.98,West,Chicago
ORD-1597,2024-10-24,CUST-162,Paper - Model 6,Office Supplies,Paper,194.16,2,0.16,17.22,East,Houston
ORD-1598,2024-12-16,CUST-275,Tables - Model 25,Furniture,Tables,91.55,2,0.44,10.35,Central,Phoenix
ORD-1599,2024-08-23,CUST-256,Binders - Model 38,Office Supplies,Binders,371.28,6,0.21,58.23,South,Chicago
ORD-1600,2024-11-03,CUST-158,Bookcases - Model 24,Furniture,Bookcases,302.15,5,0.14,58.74,Central,Chicago
ORD-1601,2024-01-27,CUST-290,Paper - Model 31,Office Supplies,Paper,230.5,6,0.1,28.71,West,Phoenix
ORD-1602,2024-12-23,CUST-2,Binders - Model 49,Office Supplies,Binders,309.51,3,0.37,55.12,South,Los Angeles
ORD-1603,2024-03-19,CUST-17,Phones - Model 21,Technology,Phones,325.04,5,0.47,35.08,West,Phoenix
ORD-1604,2024-04-01,CUST-217,Chairs - Model 41,Furniture,Chairs,246.21,7,0.18,20.81,East,Los Angeles
ORD-1605,2024-09-16,CUST-35,Pens - Model 4,Office Supplies,Pens,410.12,2,0.37,49.76,East,Los Angeles
ORD-1606,2024-11-09,CUST-197,Phones - Model 11,Technology,Phones,458.02,7,0.15,56.4,Central,Phoenix
ORD-1607,2024-06-14,CUST-281,Chairs - Model 35,Furniture,Chairs,383.65,4,0.44,30.55,West,Houston
ORD-1608,2024-07-03,CUST-76,Accessories - Model 32,Technology,Accessories,341.21,1,0.22,74.08,South,Chicago
ORD-1609,2024-01-25,CUST-245,Binders - Model 9,Office Supplies,Binders,124.72,5,0.39,20.76,East,Houston
ORD-1610,2024-06-05,CUST-240,Pens - Model 5,Office Supplies,Pens,39.69,7,0.05,4.98,Central,Phoenix
ORD-1611,2024-05-09,CUST-49,Tables - Model 49,Furniture,Tables,144.23,4,0.32,29.4,West,Chicago
ORD-1612,2024-12-16,CUST-217,Laptops - Model 15,Technology,Laptops,86.34,3,0.16,15.79,South,Los Angeles
ORD-1613,2024-05-24,CUST-44,Bookcases - Model 29,Furniture,Bookcases,272.1,3,0.01,43.32,Central,Chicago
ORD-1614,2024-04-15,CUST-54,Pens - Model 17,Office Supplies,Pens,163.61,4,0.36,13.52,West,Phoenix
ORD-1615,2024-07-21,CUST-143,Laptops - Model 19,Technology,Laptops,245.77,6,0.01,29.36,South,Phoenix
ORD-1616,2024-02-10,CUST-125,Paper - Model 41,Office Supplies,Paper,108.62,6,0.33,13.84,West,Houston
ORD-1617,2024-11-01,CUST-19,Binders - Model 20,Office Supplies,Binders,364.5,10,0.29,54.74,South,Phoenix
ORD-1618,2024-04-24,CUST-56,Chairs - Model 14,Furniture,Chairs,342.19,4,0.44,42.63,East,New York
ORD-1619,2024-11-26,CUST-267,Pens - Model 3,Office Supplies,Pens,408.49,4,0.42,40.3,East,Houston
ORD-1620,2024-08-16,CUST-69,Binders - Model 32,Office Supplies,Binders,440.72,5,0.0,109.62,East,Chicago
ORD-1621,2024-11-06,CUST-187,Bookcases - Model 7,Furniture,Bookcases,146.03,5,0.41,20.13,Central,Chicago
ORD-1622,2024-01-07,CUST-152,Pens - Model 20,Office Supplies,Pens,98.56,4,0.02,17.7,East,Chicago
ORD-1623,2024-02-19,CUST-161,Phones - Model 9,Technology,Phones,209.13,3,0.22,43.69,Central,Chicago
ORD-1624,2024-08-30,CUST-260,Paper - Model 6,Office Supplies,Paper,475.83,2,0.02,114.7,South,Los Angeles
ORD-1625,2024-01-21,CUST-251,Phones - Model 9,Technology,Phones,182.62,5,0.33,20.26,East,New York
ORD-1626,2024-06-16,CUST-15,Paper - Model 21,Office Supplies,Paper,62.71,4,0.06,12.32,South,Los Angeles
ORD-1627,2024-05-23,CUST-260,Phones - Model 7,Technology,Phones,202.12,10,0.46,17.97,South,Los Angeles
ORD-1628,2024-03-13,CUST-221,Binders - Model 30,Office Supplies,Binders,298.16,10,0.11,46.41,West,Houston
ORD-1629,2024-09-07,CUST-235,Tables - Model 49,Furniture,Tables,455.86,8,0.31,88.56,East,Chicago
ORD-1630,2024-09-01,CUST-214,Paper - Model 45,Office Supplies,Paper,441.47,2,0.47,44.33,West,New York
ORD-1631,2024-09-23,CUST-67,Pens - Model 22,Office Supplies,Pens,495.08,7,0.18,115.39,East,New York
ORD-1632,2024-12-13,CUST-33,Tables - Model 33,Furniture,Tables,260.94,1,0.07,42.45,West,Phoenix
ORD-1633,2024-07-23,CUST-111,Laptops - Model 10,Technology,Laptops,494.37,10,0.05,66.99,East,Chicago
ORD-1634,2024-05-23,CUST-168,Binders - Model 17,Office Supplies,Binders,230.43,4,0.42,36.53,West,Los Angeles
ORD-1635,2024-10-04,CUST-19,Tables - Model 10,Furniture,Tables,232.21,2,0.1,53.79,Central,Chicago
ORD-1636,2024-05-08,CUST-283,Paper - Model 25,Office Supplies,Paper,332.67,9,0.09,79.46,East,Phoenix
ORD-1637,2024-06-14,CUST-70,Laptops - Model 36,Technology,Laptops,91.15,1,0.11,19.25,West,New York
ORD-1638,2024-08-08,CUST-31,Paper - Model 41,Office Supplies,Paper,385.54,1,0.42,47.3,West,Chicago
ORD-1639,2024-11-22,CUST-101,Binders - Model 40,Office Supplies,Binders,390.74,10,0.24,59.09,Central,Phoenix
ORD-1640,2024-07-01,CUST-13,Accessories - Model 1,Technology,Accessories,13.76,4,0.32,1.32,West,Houston
ORD-1641,2024-11-19,CUST-230,Tables - Model 38,Furniture,Tables,344.59,8,0.43,22.89,East,Houston
ORD-1642,2024-04-05,CUST-215,Chairs - Model 33,Furniture,Chairs,343.99,3,0.25,71.87,South,Chicago
ORD-1643,2024-03-24,CUST-217,Paper - Model 22,Office Supplies,Paper,58.72,3,0.35,5.41,East,Chicago
ORD-1644,2024-06-13,CUST-177,Phones - Model 28,Technology,Phones,439.75,1,0.34,56.93,Central,Phoenix
ORD-1645,2024-06-25,CUST-3,Paper - Model 12,Office Supplies,Paper,88.76,6,0.15,13.86,Central,Los Angeles
ORD-1646,2024-09-10,CUST-22,Accessories - Model 21,Technology,Accessories,119.75,9,0.22,12.68,East,Houston
ORD-1647,2024-01-17,CUST-164,Binders - Model 42,Office Supplies,Binders,123.18,8,0.24,23.91,West,Houston
ORD-1648,2024-03-04,CUST-159,Bookcases - Model 27,Furniture,Bookcases,367.55,9,0.31,42.92,East,Chicago
ORD-1649,2024-10-27,CUST-12,Paper - Model 20,Office Supplies,Paper,220.2,5,0.26,38.62,West,New York
ORD-1650,2024-01-30,CUST-115,Paper - Model 44,Office Supplies,Paper,40.83,8,0.29,4.19,East,Houston
ORD-1651,2024-12-06,CUST-187,Binders - Model 23,Office Supplies,Binders,494.77,10,0.37,42.17,West,Houston
ORD-1652,2024-09-18,CUST-128,Bookcases - Model 35,Furniture,Bookcases,115.09,6,0.45,16.19,East,Los Angeles
ORD-1653,2024-02-28,CUST-299,Chairs - Model 34,Furniture,Chairs,350.6,7,0.25,57.8,South,New York
ORD-1654,2024-08-11,CUST-113,Pens - Model 44,Office Supplies,Pens,153.63,5,0.19,25.49,South,Chicago
ORD-1655,2024-07-26,CUST-193,Accessories - Model 14,Technology,Accessories,342.59,10,0.26,73.79,East,Phoenix
ORD-1656,2024-05-04,CUST-282,Tables - Model 44,Furniture,Tables,226.76,3,0.04,32.78,East,Los Angeles
ORD-1657,2024-12-20,CUST-196,Binders - Model 22,Office Supplies,Binders,326.45,3,0.19,34.35,East,Los Angeles
ORD-1658,2024-03-13,CUST-215,Tables - Model 37,Furniture,Tables,292.35,7,0.47,37.01,West,Phoenix
ORD-1659,2024-02-13,CUST-71,Pens - Model 14,Office Supplies,Pens,420.1,7,0.11,101.51,East,New York
ORD-1660,2024-09-07,CUST-31,Pens - Model 8,Office Supplies,Pens,22.87,2,0.5,2.16,West,Los Angeles
ORD-1661,2024-10-28,CUST-153,Chairs - Model 49,Furniture,Chairs,228.52,8,0.27,45.53,East,Houston
ORD-1662,2024-11-29,CUST-29,Binders - Model 33,Office Supplies,Binders,408.18,7,0.13,54.32,East,Chicago
ORD-1663,2024-02-09,CUST-212,Bookcases - Model 18,Furniture,Bookcases,64.72,5,0.06,17.08,Central,Phoenix
ORD-1664,2024-10-22,CUST-21,Paper - Model 20,Office Supplies,Paper,95.31,1,0.41,10.78,South,New York
ORD-1665,2024-09-17,CUST-128,Phones - Model 17,Technology,Phones,65.62,5,0.4,4.53,East,Los Angeles
ORD-1666,2024-04-09,CUST-46,Pens - Model 37,Office Supplies,Pens,283.82,5,0.11,43.24,South,Phoenix
ORD-1667,2024-06-22,CUST-217,Pens - Model 4,Office Supplies,Pens,27.26,10,0.04,7.66,West,Chicago
ORD-1668,2024-12-29,CUST-128,Chairs - Model 43,Furniture,Chairs,321.38,1,0.32,25.47,East,Houston
ORD-1669,2024-05-22,CUST-126,Phones - Model 46,Technology,Phones,126.21,1,0.42,21.96,Central,Chicago
ORD-1670,2024-02-02,CUST-255,Pens - Model 44,Office Supplies,Pens,10.85,2,0.08,1.13,West,Houston
ORD-1671,2024-12-02,CUST-75,Pens - Model 15,Office Supplies,Pens,31.74,6,0.32,5.98,West,Phoenix
ORD-1672,2024-02-02,CUST-150,Paper - Model 40,Office Supplies,Paper,139.14,1,0.07,24.68,East,Los Angeles
ORD-1673,2024-02-25,CUST-83,Chairs - Model 40,Furniture,Chairs,243.16,4,0.24,42.65,South,Los Angeles
ORD-1674,2024-03-07,CUST-90,Phones - Model 41,Technology,Phones,114.4,6,0.11,19.98,South,Los Angeles
ORD-1675,2024-06-25,CUST-83,Accessories - Model 2,Technology,Accessories,320.42,2,0.33,34.58,West,Chicago
ORD-1676,2024-03-25,CUST-222,Phones - Model 45,Technology,Phones,413.22,3,0.46,55.79,South,Chicago
ORD-1677,2024-11-09,CUST-248,Pens - Model 7,Office Supplies,Pens,41.2,6,0.06,4.74,West,Houston
ORD-1678,2024-03-06,CUST-178,Bookcases - Model 6,Furniture,Bookcases,343.75,6,0.45,47.73,Central,Houston
ORD-1679,2024-11-28,CUST-290,Accessories - Model 36,Technology,Accessories,32.71,8,0.26,3.63,South,Houston
ORD-1680,2024-07-04,CUST-155,Pens - Model 50,Office Supplies,Pens,326.6,2,0.0,88.49,Central,Houston
ORD-1681,2024-03-11,CUST-126,Phones - Model 39,Technology,Phones,76.64,8,0.31,7.67,Central,Houston
ORD-1682,2024-01-31,CUST-123,Chairs - Model 12,Furniture,Chairs,452.06,3,0.23,76.01,Central,New York
ORD-1683,2024-01-06,CUST-65,Accessories - Model 6,Technology,Accessories,483.39,3,0.43,67.37,East,Los Angeles
ORD-1684,2024-11-12,CUST-277,Paper - Model 17,Office Supplies,Paper,15.56,8,0.29,1.47,South,New York
ORD-1685,2024-05-16,CUST-276,Binders - Model 18,Office Supplies,Binders,209.98,7,0.18,23.99,Central,New York
ORD-1686,2024-08-26,CUST-194,Binders - Model 46,Office Supplies,Binders,41.56,2,0.05,5.13,Central,New York
